"Author","Confidence-Score-score","Detection Method","Detection Method ID","interaction","Interaction Type","Module_Edge_Color","name","Primary Interaction Type","Publication DB","Publication ID","selected","shared interaction","shared name","Source Database"
"Havugimana PC (2012)","0.932","biochemical","MI:0401","746161","colocalization","-1","7170 (746161) 7171","colocalization","pubmed","22939629","false","746161","7170 (746161) 7171","psi-mi"
"Havugimana PC (2012)","0.979","biochemical","MI:0401","746747","colocalization","-1","11196 (746747) 7170","colocalization","pubmed","22939629","false","746747","11196 (746747) 7170","psi-mi"
"Havugimana PC (2012)","0.935","biochemical","MI:0401","747221","colocalization","-1","8942 (747221) 7170","colocalization","pubmed","22939629","false","747221","8942 (747221) 7170","psi-mi"
"Havugimana PC (2012)","0.907","biochemical","MI:0401","747700","colocalization","-1","7168 (747700) 7170","colocalization","pubmed","22939629","false","747700","7168 (747700) 7170","psi-mi"
"Havugimana PC (2012)","0.846","biochemical","MI:0401","749200","colocalization","-1","5052 (749200) 7170","colocalization","pubmed","22939629","false","749200","5052 (749200) 7170","psi-mi"
"Havugimana PC (2012)","0.799","biochemical","MI:0401","751385","colocalization","-1","9984 (751385) 7170","colocalization","pubmed","22939629","false","751385","9984 (751385) 7170","psi-mi"
"Havugimana PC (2012)","0.79","biochemical","MI:0401","751857","colocalization","-1","8872 (751857) 7170","colocalization","pubmed","22939629","false","751857","8872 (751857) 7170","psi-mi"
"Havugimana PC (2012)","0.786","biochemical","MI:0401","752107","colocalization","-1","8175 (752107) 7170","colocalization","pubmed","22939629","false","752107","8175 (752107) 7170","psi-mi"
"Havugimana PC (2012)","0.761","biochemical","MI:0401","753770","colocalization","-1","10801 (753770) 7170","colocalization","pubmed","22939629","false","753770","10801 (753770) 7170","psi-mi"
"Havugimana PC (2012)","0.754","biochemical","MI:0401","754213","colocalization","-1","3315 (754213) 7170","colocalization","pubmed","22939629","false","754213","3315 (754213) 7170","psi-mi"
"Stelzl U (2005)","1.0","two hybrid","MI:0018","269902","direct interaction","-1","10073 (269902) 7140","direct interaction","pubmed","16169070","false","269902","10073 (269902) 7140","psi-mi"
"Bennett EJ (2010)",,"affinity chromatography technology","MI:0004","686582","physical association","-1","8452 (686582) 7170","physical association","pubmed","21145461","false","686582","8452 (686582) 7170","psi-mi"
"Neganova I (2011)",,"affinity chromatography technology","MI:0004","688428","physical association","-1","1017 (688428) 7170","physical association","pubmed","21319273","false","688428","1017 (688428) 7170","psi-mi"
"Ewing RM (2007)","0.382","affinity chromatography technology","MI:0004","242217","physical association","-1","10422 (242217) 4620","physical association","pubmed","17353931","false","242217","10422 (242217) 4620","psi-mi"
"Woods NT (2012)",,"affinity chromatography technology","MI:0004","808385","physical association","-1","672 (808385) 7170","physical association","pubmed","22990118","false","808385","672 (808385) 7170","psi-mi"
"Bosch-Comas A (2006)",,"two hybrid","MI:0018","442413","direct interaction","-1","29761 (442413) 4604","direct interaction","pubmed","16501887","false","442413","29761 (442413) 4604","psi-mi"
"Wang J (2011)",,"two hybrid","MI:0018","891832","direct interaction","-1","26271 (891832) 7170","direct interaction","pubmed","21988832","false","891832","26271 (891832) 7170","psi-mi"
"Bosch-Comas A (2006)",,"affinity chromatography technology","MI:0004","442416","physical association","-1","29761 (442416) 4604","physical association","pubmed","16501887","false","442416","29761 (442416) 4604","psi-mi"
"Witt SH (2005)",,"two hybrid","MI:0018","465406","direct interaction","-1","84676 (465406) 7140","direct interaction","pubmed","15967462","false","465406","84676 (465406) 7140","psi-mi"
"Wang J (2011)",,"two hybrid","MI:0018","892325","direct interaction","-1","7170 (892325) 10131","direct interaction","pubmed","21988832","false","892325","7170 (892325) 10131","psi-mi"
"Shen X (2005)",,"pull down","MI:0096","591138","direct interaction","-1","801 (591138) 4604","direct interaction","pubmed","15840729","false","591138","801 (591138) 4604","psi-mi"
"Falsone SF (2005)",,"affinity chromatography technology","MI:0004","824618","physical association","-1","3320 (824618) 7170","physical association","pubmed","16263121","false","824618","3320 (824618) 7170","psi-mi"
"Falsone SF (2005)",,"affinity chromatography technology","MI:0004","824624","physical association","-1","3326 (824624) 7170","physical association","pubmed","16263121","false","824624","3326 (824624) 7170","psi-mi"
"Stefancsik R (1998)",,"two hybrid","MI:0018","16154","direct interaction","-1","7134 (16154) 7138","direct interaction","pubmed","9448267","false","16154","7134 (16154) 7138","psi-mi"
"Witt SH (2005)",,"two hybrid","MI:0018","465405","direct interaction","-1","84676 (465405) 7138","direct interaction","pubmed","15967462","false","465405","84676 (465405) 7138","psi-mi"
"Woods NT (2012)",,"affinity chromatography technology","MI:0004","809497","physical association","-1","9656 (809497) 7170","physical association","pubmed","22990118","false","809497","9656 (809497) 7170","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602573","direct interaction","-1","7138 (602573) 10989","direct interaction","pubmed","21900206","false","602573","7138 (602573) 10989","psi-mi"
"Woods NT (2012)",,"affinity chromatography technology","MI:0004","809690","physical association","-1","22976 (809690) 7170","physical association","pubmed","22990118","false","809690","22976 (809690) 7170","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602574","direct interaction","-1","7138 (602574) 6457","direct interaction","pubmed","21900206","false","602574","7138 (602574) 6457","psi-mi"
"Humphries JD (2009)",,"affinity chromatography technology","MI:0004","826439","physical association","-1","2335 (826439) 7170","physical association","pubmed","19738201","false","826439","2335 (826439) 7170","psi-mi"
"Bett JS (2013)",,"affinity chromatography technology","MI:0004","859679","physical association","-1","9924 (859679) 7170","physical association","pubmed","23398456","false","859679","9924 (859679) 7170","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602575","direct interaction","-1","7138 (602575) 79724","direct interaction","pubmed","21900206","false","602575","7138 (602575) 79724","psi-mi"
"Wan C (2015)","0.082036141","biochemical","MI:0401","1258300","colocalization","-1","7170 (1258300) 10768","colocalization","pubmed","26344197","false","1258300","7170 (1258300) 10768","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602576","direct interaction","-1","7138 (602576) 10524","direct interaction","pubmed","21900206","false","602576","7138 (602576) 10524","psi-mi"
"Wan C (2015)","0.074691207","biochemical","MI:0401","1259034","colocalization","-1","7170 (1259034) 476","colocalization","pubmed","26344197","false","1259034","7170 (1259034) 476","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602577","direct interaction","-1","7138 (602577) 5297","direct interaction","pubmed","21900206","false","602577","7138 (602577) 5297","psi-mi"
"Wan C (2015)","0.98213195","biochemical","MI:0401","1260046","colocalization","-1","7170 (1260046) 1152","colocalization","pubmed","26344197","false","1260046","7170 (1260046) 1152","psi-mi"
"Wan C (2015)","0.993354649","biochemical","MI:0401","1260060","colocalization","-1","7170 (1260060) 1159","colocalization","pubmed","26344197","false","1260060","7170 (1260060) 1159","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602578","direct interaction","-1","7138 (602578) 23148","direct interaction","pubmed","21900206","false","602578","7138 (602578) 23148","psi-mi"
"Wan C (2015)","0.993354649","biochemical","MI:0401","1260061","colocalization","-1","7170 (1260061) 548596","colocalization","pubmed","26344197","false","1260061","7170 (1260061) 548596","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602579","direct interaction","-1","7138 (602579) 1937","direct interaction","pubmed","21900206","false","602579","7138 (602579) 1937","psi-mi"
"Pozuelo-Rubio M (2010)",,"affinity chromatography technology","MI:0004","568537","physical association","-1","10971 (568537) 4620","physical association","pubmed","20618440","false","568537","10971 (568537) 4620","psi-mi"
"Wan C (2015)","0.134722245","biochemical","MI:0401","1260380","colocalization","-1","7170 (1260380) 9377","colocalization","pubmed","26344197","false","1260380","7170 (1260380) 9377","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602580","direct interaction","-1","7138 (602580) 10042","direct interaction","pubmed","21900206","false","602580","7138 (602580) 10042","psi-mi"
"Albers M (2005)",,"two hybrid","MI:0018","569795","direct interaction","-1","7251 (569795) 7140","direct interaction","pubmed","15604093","false","569795","7251 (569795) 7140","psi-mi"
"Wan C (2015)","0.214904264","biochemical","MI:0401","1260621","colocalization","-1","7170 (1260621) 1537","colocalization","pubmed","26344197","false","1260621","7170 (1260621) 1537","psi-mi"
"Meixner A (2011)",,"affinity chromatography technology","MI:0004","723119","physical association","-1","120892 (723119) 7170","physical association","pubmed","20876399","false","723119","120892 (723119) 7170","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602581","direct interaction","-1","7138 (602581) 282991","direct interaction","pubmed","21900206","false","602581","7138 (602581) 282991","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","601558","direct interaction","-1","11165 (601558) 7140","direct interaction","pubmed","21900206","false","601558","11165 (601558) 7140","psi-mi"
"Zanon A (2013)",,"affinity chromatography technology","MI:0004","915388","physical association","-1","5071 (915388) 7170","physical association","pubmed","24244333","false","915388","5071 (915388) 7170","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602582","direct interaction","-1","7138 (602582) 22938","direct interaction","pubmed","21900206","false","602582","7138 (602582) 22938","psi-mi"
"Stelzl U (2005)","3.0","two hybrid","MI:0018","271429","direct interaction","-1","7140 (271429) 9001","direct interaction","pubmed","16169070","false","271429","7140 (271429) 9001","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","921383","colocalization","-1","7170 (921383) 2194","colocalization","pubmed","22863883","false","921383","7170 (921383) 2194","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602583","direct interaction","-1","7138 (602583) 55854","direct interaction","pubmed","21900206","false","602583","7138 (602583) 55854","psi-mi"
"Sowa ME (2009)","6.27","affinity chromatography technology","MI:0004","423170","physical association","-1","9958 (423170) 4620","physical association","pubmed","19615732","false","423170","9958 (423170) 4620","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","921416","colocalization","-1","7170 (921416) 2288","colocalization","pubmed","22863883","false","921416","7170 (921416) 2288","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602584","direct interaction","-1","7138 (602584) 51617","direct interaction","pubmed","21900206","false","602584","7138 (602584) 51617","psi-mi"
"Lin J (2005)",,"two hybrid","MI:0018","719561","direct interaction","-1","4223 (719561) 4604","direct interaction","pubmed","16335786","false","719561","4223 (719561) 4604","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","921423","colocalization","-1","7170 (921423) 2289","colocalization","pubmed","22863883","false","921423","7170 (921423) 2289","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602585","direct interaction","-1","7138 (602585) 5267","direct interaction","pubmed","21900206","false","602585","7138 (602585) 5267","psi-mi"
